Customer ID,Customer Verbatim
6326-MTTXK,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0330-IVZHA,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2886-KEFUM,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4237-RLAQD,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
9651-GTSAQ,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
3186-BAXNB,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0637-YLETY,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
1157-BQCUW,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2003-CKLOR,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
9254-RBFON,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
1205-WNWPJ,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
8387-MOJJT,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6032-KRXXO,Customer checked their billing balance. Seemed satisfied with the response.
7459-RRWQZ,Customer checked their billing balance. Seemed satisfied with the response.
3092-IGHWF,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6352-TWCAU,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
2929-QNSRW,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
1262-OPMFY,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
1899-VXWXM,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
3331-HQDTW,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5442-XSDCW,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
3049-NDXFL,Customer checked their billing balance. Seemed satisfied with the response.
7963-GQRMY,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
1228-FZFRV,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2058-DCJBE,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5364-XYIRR,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
4829-AUOAX,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
9158-VCTQB,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6311-UEUME,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6839-ITVZJ,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0375-HVGXO,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
8593-WHYHV,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
6097-EQISJ,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4423-YLHDV,Customer called to check if paperless billing is active. No comments on service quality.
0107-YHINA,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
8640-SDGKB,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
4116-TZAQJ,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
3877-JRJIP,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
7511-YMXVQ,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
7551-JOHTI,Tech support note: Customer had 3 technician visits this month for phone connection issues and it is still not fixed. Customer is highly dissatisfied.
9804-ICWBG,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5318-IXUZF,Customer called to check if paperless billing is active. No comments on service quality.
3198-VELRD,Customer checked their billing balance. Seemed satisfied with the response.
9436-ZBZCT,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
7198-GLXTC,Customer checked their billing balance. Seemed satisfied with the response.
0516-VRYBW,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
8380-PEFPE,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5687-DKDTV,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
7530-HDYDS,Customer called to check if paperless billing is active. No comments on service quality.
3096-IZETN,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
5922-ABDVO,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
9172-ANCRX,Customer called to check if paperless billing is active. No comments on service quality.
6910-HADCM,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
4816-LXZYW,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
4911-BANWH,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
8496-EJAUI,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6365-MTGZX,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
1349-WXNGG,Customer called to complain about constant phone connection drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6990-YNRIO,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0621-TWIEM,Frustrated chat transcript: 'My Cable internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
2485-ITVKB,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
3669-OYSJI,Customer checked their billing balance. Seemed satisfied with the response.
1612-EOHDH,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
7517-SAWMO,Customer checked their billing balance. Seemed satisfied with the response.
4143-HHPMK,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7054-LGEQW,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0923-PNFUB,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
3494-JCHRQ,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6474-FVJLC,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
4547-LYTDD,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6770-XUAGN,Customer called to check if paperless billing is active. No comments on service quality.
3143-ILDAL,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
4720-VSTSI,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
3946-MHCZW,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
6651-AZVTJ,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
4566-GOLUK,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2484-DGXPZ,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4587-NUKOX,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0420-BWTPW,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
8183-ONMXC,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
9614-RMGHA,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
5054-IEXZT,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5834-ASPWA,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3948-XHGNA,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0565-IYCGT,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5445-UTODQ,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
1024-VRZHF,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0348-SDKOL,Customer checked their billing balance. Seemed satisfied with the response.
4373-MAVJG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
8901-HJXTF,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
5419-KLXBN,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
9828-AOQLM,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
7615-ESMYF,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3858-VOBET,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
1447-PJGGA,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
8565-CLBZW,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9139-WQQDY,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
0224-HJAPT,Customer called to check if paperless billing is active. No comments on service quality.
8086-OVPWV,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9430-FRQOC,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3074-GQWYX,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
6845-RGTYS,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
8861-HGGKB,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
7065-YUNRY,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
7694-VLBWQ,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6481-OGDOO,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
3753-TSEMP,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
8305-VHZBZ,Tech support note: Customer had 3 technician visits this month for phone connection issues and it is still not fixed. Customer is highly dissatisfied.
9172-JITSM,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6298-QDFNH,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6173-ITPWD,Customer called to check if paperless billing is active. No comments on service quality.
9734-UYXQI,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2189-UXTKY,Customer checked their billing balance. Seemed satisfied with the response.
4958-GZWIY,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
6356-ELRKD,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
8624-GIOUT,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3177-LASXD,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4897-QSUYC,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
1084-UQCHV,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2955-BJZHG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3806-DXQOM,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9300-RENDD,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
0761-AETCS,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
2153-MREFK,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3106-ULWFW,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0925-VYDLG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4349-GFQHK,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
7802-EFKNY,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
8035-BUYVG,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
9787-XVQIU,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
8945-MUQUF,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3023-GFLBR,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0524-IAVZO,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2737-YNGYW,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5159-YFPKQ,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7927-AUXBZ,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7619-ODSGN,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
2514-GINMM,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2659-VXMWZ,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4285-GYRQC,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
8337-MSSXB,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
8182-BJDSI,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
2482-CZGBB,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
0866-QLSIR,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7181-BQYBV,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
6204-IEUXJ,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
4529-CKBCL,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2506-CLAKW,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
1583-IHQZE,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
0151-ONTOV,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0320-JDNQG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7180-PISOG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3571-RFHAR,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
9578-VRMNM,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
6140-QNRQQ,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
4307-KTUMW,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
7470-MCQTK,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
7488-MXJIV,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2027-FECZV,Customer called to check if paperless billing is active. No comments on service quality.
2672-DZUOY,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3870-MQAMG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4800-CZMPC,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
7377-DMMRI,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
8949-JTMAY,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3211-ILJTT,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5103-MHMHY,Customer called to check if paperless billing is active. No comments on service quality.
0235-KGSLC,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2884-GBPFB,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5136-KCKGI,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3722-WPXTK,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
2929-ERCFZ,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
7548-SEPYI,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
8835-VSDSE,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
1623-NLDOT,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
5236-PERKL,Customer called to check if paperless billing is active. No comments on service quality.
7854-FOKSF,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
2519-FAKOD,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
7089-IVVAZ,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9492-TOKRI,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
3325-FUYCG,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
8481-YYXWG,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2609-IAICY,Customer called to check if paperless billing is active. No comments on service quality.
1740-CSDJP,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
2636-OHFMN,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
1323-OOEPC,Customer called to check if paperless billing is active. No comments on service quality.
9921-ZVRHG,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4701-MLJPN,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9206-GVPEQ,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
1596-BBVTG,Customer called to check if paperless billing is active. No comments on service quality.
8433-WXGNA,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3707-GNWHM,Customer called to check if paperless billing is active. No comments on service quality.
5766-ZJYBB,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
8931-GJJIQ,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
4277-PVRAN,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
0203-HHYIJ,Tech support note: Customer had 3 technician visits this month for phone connection issues and it is still not fixed. Customer is highly dissatisfied.
0952-KMEEH,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
8178-EYZUO,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
3230-WYKIR,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
0407-BDJKB,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
9600-UDOPK,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4074-SJFFA,Customer called to complain about constant DSL internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
4910-GMJOT,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4323-SADQS,Customer called to check if paperless billing is active. No comments on service quality.
4446-BZKHU,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5202-IVJNU,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
5976-JCJRH,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0137-OCGAB,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3351-NQLDI,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
7593-JNWRU,Customer checked their billing balance. Seemed satisfied with the response.
4588-YBNIB,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
5028-GZLDO,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
6877-TJMBR,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
6769-DCQLI,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2433-KMEAS,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
2195-ZRVAX,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3550-SAHFP,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2011-TRQYE,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
4873-ILOLJ,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2725-KXXWT,Customer checked their billing balance. Seemed satisfied with the response.
9565-DJPIB,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
8348-HFYIV,Customer checked their billing balance. Seemed satisfied with the response.
6849-WLEYG,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
4659-NZRUF,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
8429-XIBUM,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2608-BHKFN,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
7341-LXCAF,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
9462-MJUAW,Customer checked their billing balance. Seemed satisfied with the response.
8128-YVJRG,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
1569-TTNYJ,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
4749-VFKVB,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
7598-UAASY,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
7938-OUHIO,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
0431-APWVY,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
3426-NIYYL,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
3387-VATUS,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
1143-NMNQJ,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
0415-MOSGF,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2495-INZWQ,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
4139-SUGLD,Customer called to check if paperless billing is active. No comments on service quality.
6857-VWJDT,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
5624-BQSSA,Customer called to complain about constant phone connection drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5577-OTWWW,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
6100-QQHEB,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2691-NZETQ,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
4404-HIBDJ,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7295-JOMMD,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5013-SBUIH,Customer called to check if paperless billing is active. No comments on service quality.
6023-YEBUP,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
7209-JCUDS,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
6158-DWPZT,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
3763-GCZHZ,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0772-GYEQQ,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
4831-EOBFE,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9170-GYZJC,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
2002-MZHWP,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
2004-OCQXK,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5027-QPKTE,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
2672-HUYVI,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
7508-MYBOG,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0148-DCDOS,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
